word_id,word
605,Asesinato
606,asno
607,bastardo
608,bollera
609,cabrón
610,caca
611,chupada
612,chupapollas
613,chupetón
614,concha
615,concha_de_tu_madre
616,coño
617,coprofagía
618,culo
619,drogas
620,esperma
621,fiesta_de_salchichas
622,follador
623,follar
624,gilipichis
625,gilipollas
626,hacer_una_paja
627,haciendo_el_amor
628,heroína
629,hija_de_puta
630,hijaputa
631,hijo_de_puta
632,hijoputa
633,idiota
634,imbécil
635,infierno
636,jilipollas
637,kapullo
638,lameculos
639,maciza
640,macizorra
641,maldito
642,mamada
643,marica
644,maricón
645,mariconazo
646,martillo
647,mierda
648,nazi
649,orina
650,pedo
651,pendejo
652,pervertido
653,pezón
654,pinche
655,pis
656,prostituta
657,puta
658,racista
659,ramera
660,sádico
661,semen
662,sexo
663,sexo_oral
664,soplagaitas
665,soplapollas
666,tetas_grandes
667,tía_buena
668,travesti
669,trio
670,verga
671,vete_a_la_mierda
672,vulva